Id,CreationDate,Score,ViewCount,AnswerCount,CommentCount,FavoriteCount,Title,Body,Tags
"70768636","2022-01-19 10:06:12","13","2208","5","6","0","Eliminate consecutive duplicates from a string","<p>I want to eliminate consecutive duplicates from a string like <code>f &quot;aaabbbcccdeefgggg&quot; = &quot;abcdefg&quot;</code></p>
<p>This is my code</p>
<pre><code>f :: String -&gt; String
f &quot;&quot; = &quot;&quot;
f &quot;_&quot; = &quot;_&quot;
f (x : xs : xss)
    | x == xs   = f (xs : xss)
    | otherwise = x : f (xs : xss)
</code></pre>
<p>I got as error non-exhaustive patterns, I think it's from second line, the program doesn't know how to deal when it's only 1 char left. How should I fix it?</p>
","<haskell>"
"70774138","2022-01-19 16:19:52","10","5974","4","4","0","Debug in Rider studio. Step into not working","<p>The problem during debug when I try to press <code>Step into</code> hot key.
It is set to <code>F11</code> and <code>F7</code> by default. When I try to press F11 nothing happens. When I try to press <code>F7</code> it steps by code but when it must go into the method(<code>step into</code> it is the command special for this action) my debug mode turn off.
Rider turn off debug mode as I did it by button.</p>
<p>I tried to change to another hot key action <code>step into</code>. The result the same. When I try go inside to another method durring step debug and press <code>F7</code> or other key for <code>step into</code> my Rider stop debug mode.</p>
<p>I have a screen with <code>step into</code> on <code>F8</code>. The same result, my debug mode turn off when I try to go into the method during debug.</p>
<p><a href=""https://i.stack.imgur.com/TimjD.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/TimjD.png"" alt=""enter image description here"" /></a></p>
<p>How to fix it?</p>
","<debugging><hotkeys><rider>"
"70779071","2022-01-19 23:29:35","9","2697","4","4","0","iPhone is busy: Making iPhone ready for development infinite","<p>iPhone is busy: Making iPhone ready for development.</p>
<p><a href=""https://i.stack.imgur.com/lcSVL.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/lcSVL.png"" alt=""enter image description here"" /></a></p>
<p>How to fix this?
I tried upgrading, rebooting, pairing again both mac and iphone.
And nothing helps.</p>
<p>Searching through the internet only points to questions, not solutions, like this:
<a href=""https://developer.apple.com/forums/thread/691452"" rel=""noreferrer"">https://developer.apple.com/forums/thread/691452</a></p>
","<ios><iphone><xcode><macos>"
"70805215","2022-01-21 17:21:13","5","2405","5","4","0","react jsx inline style not rendering when populated from a variable","<p>I added an inline style element to a div tag in a react component along with a className element. The className property renders but the style is not displaying.  I am setting from an object variable.  However, if I set the style element directly using double curly braces it works, just not working from a variable.</p>
<p>Here is an image of the object value I am using to set the style element.</p>
<p><a href=""https://i.stack.imgur.com/81KYD.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/81KYD.png"" alt=""enter image description here"" /></a></p>
<p>This shows where the style element should be getting set as the component is rendering, the styleElement object has a value set at this point</p>
<p><a href=""https://i.stack.imgur.com/TPmJI.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/TPmJI.png"" alt=""enter image description here"" /></a></p>
<p>This shows the component post rendering and the style element is not present</p>
<p><a href=""https://i.stack.imgur.com/C7nT7.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/C7nT7.png"" alt=""enter image description here"" /></a></p>
<p>What would prevent the style element from rendering even though is it populated from an object containing CSS properties?</p>
","<html><css><reactjs>"
"70807858","2022-01-21 21:34:43","7","2948","4","15","0","Calculate all possible sums in an array from its sub arrays","<p>I have an array of numbers, now I have to find sum of elements by generating all the possible subarrays of the given array and applying some conditions.</p>
<p>The condition is for each subarray get the <code>minimum</code> and also find the <code>total of elements</code> in it and multiply both <code>(minimum * total)</code>. Finally, <code>add</code> all these multiplied values for all subarrays.</p>
<p><strong>Here is the problem statement:</strong></p>
<p>Find the sum of all possible sub-arrays using the below formula:</p>
<blockquote>
<p>Sum(left, right) = (min of arr[i]) * (∑ arr[i]), where i ranges from
left to right.</p>
</blockquote>
<p><strong>Example:</strong></p>
<pre><code>Array = [2,3,2,1]
</code></pre>
<p>The sub arrays are: [start_index, end_index]</p>
<pre><code> [0,0] subarray = [2], min is 2 and total of items = 2. min * total = 2*2=4
 [0,1] subarray = [2,3], min is 2 and total of items = 5. min * total = 2*5=10
 [0,2] subarray = [2,3,2], min is 2 and total of items = 7. min * total = 2*7=14
 [0,3] subarray = [2,3,2,1], min is 1 and total of items = 8. min * total = 1*8=8

 [1,1] subarray = [3], min is 3 and total of items = 3. min * total = 3*3 = 9
 [1,2] subarray = [3,2], min is 2 and total of items = 5. min * total = 2*5 = 10
 [1,3] subarray = [3,2,1], min is 1 and total of items = 6. min * total = 1*6 = 6

 [2,2] subarray = [2], min is 2 and total of items = 2. min * total = 2*2 = 4
 [2,3] subarray = [2,1], min is 1 and total of items = 3. min * total = 1*3 = 3

 [3,3] subarray = [1], min is 1 and total of items = 1. min * total = 1*1 = 1
 
 Total = 4 + 10 + 14 + 8 + 9 + 10+ 6 + 4 + 3 + 1 = 69
 
</code></pre>
<p>So the answer is 69 in this case.</p>
<p><strong>Constraints:</strong></p>
<pre><code>Each array element is in range 1 to 10^9. Array size 1 to 10^5. Return response in modulo 10^9+7
</code></pre>
<p>This is the code I tried.</p>
<pre><code>public static int process(List&lt;Integer&gt; list) {
    int n = list.size();
    int mod = 7 + 1000_000_000;
    long result = 0;
    for (int i = 0; i &lt; n; i++) {
        long total = 0;
        int min = list.get(i);
        for (int j = i; j &lt; n; j++) {
            int p = list.get(j);
            total = (total + p) % mod;
            min = Math.min(min, p);
            result = (result + (min * total) % mod) % mod;
        }
    }
    return (int) result;
}
</code></pre>
<p>I want to reduce the time complexity of this algorithm?</p>
<p>What can be a better approach to solve this task?</p>
<p><strong>Update:</strong></p>
<p><code>David Eisenstat</code> has given a great answer, but Im finding it to difficult to understand and come with a Java program, can someone provide a java solution for the approach or provide a pseudo code so i can come up with a program.</p>
","<java><algorithm>"
"70809438","2022-01-22 02:04:29","47","65423","4","4","0","python dataclasses with optional attributes","<p>How do you make Optional attr's of a dataclass?</p>
<pre><code>from dataclasses import dataclass

@dataclass
class CampingEquipment:
    knife: bool
    fork: bool
    missing_flask_size: # what to write here?
    
kennys_stuff = {
    'knife': True,
    'fork': True
}

print(CampingEquipment(**kennys_stuff))
</code></pre>
<p>I tried <code>field(init=False)</code>, but it gave me:</p>
<pre><code>TypeError: CampingEquipment.__init__() missing 1 required positional argument: 'missing_flask_size'
</code></pre>
<p>By Optional I mean <code>__dict__</code> may contain the key &quot;missing_flask_size&quot; or not.  If I set a default value then the key will be there and it shouldn't be in some cases.  I want to check its type if it is there.</p>
<p>I tried moving the <code>field(init=False)</code> to the type location (after the colon) so I could make it more explicit as to the thing I wanted optional would be the key and not the value.</p>
<p>So I want this test to pass:</p>
<pre><code>with pytest.raises(AttributeError):
    ce = CampingEquipment(**kennys_stuff)
    print(ce.missing_flask_size)
</code></pre>
","<python><python-dataclasses>"
"70835585","2022-01-24 14:39:49","32","77143","4","4","0","how to install gcc-12 on ubuntu","<pre class=""lang-sh prettyprint-override""><code>$ sudo apt search gcc-12
Sorting... Done
Full Text Search... Done
$ uname -a
Linux Han 5.10.81.1-microsoft-standard-WSL2 #1 SMP Mon Nov 22 18:52:15 UTC 2021 x86_64 x86_64 x86_64 GNU/Linux
</code></pre>
<p>I am using the default sources.list file, I want to install gcc-12 but I can't find it in the mirror source, what should I do!</p>
","<linux><ubuntu><gcc><windows-subsystem-for-linux>"
"70844518","2022-01-25 06:57:00","6","8563","5","4","0","Can't run gradle wrapper with docker build","<p>I have this small build:</p>
<pre><code>FROM eclipse-temurin:17-jdk as build-java
COPY java-project /root/project
WORKDIR /root/project
RUN chmod +x ./gradlew
RUN ls
RUN ./gradlew ...
</code></pre>
<pre><code>#9 [build-build-java 5/6] RUN ls
#9 sha256:2d05b1e31ea4eaa8a9343b4f48fadcf7351b9d55dcc9c27e572d7bb32c4d723c
#9 0.194 build
#9 0.194 build.gradle
#9 0.194 docker-compose.yml
#9 0.194 gradle
#9 0.194 gradlew
#9 0.194 gradlew.bat
#9 0.194 HELP.md
#9 0.194 lombok.config
#9 0.194 settings.gradle
#9 0.194 src
#9 DONE 0.2s

#10 [build-build-java 6/6] RUN ./gradlew ...
#10 sha256:62cb4a1a6288008f3faccc3504e63ef87d30c3d7fde904a0576ffcf571e9b310
#10 0.310 /bin/sh: 1: ./gradlew: not found
#10 ERROR: executor failed running [/bin/sh -c ./gradlew ...]: exit code: 127

</code></pre>
<p>I've bene stuck on this for a while now.</p>
<p>I've tried using <code>FROM gradle</code> instead and then using <code>gradle ...</code> but then I get this file mount error:</p>
<pre><code>#10 sha256:26de7798a76971c3eb12e6398f830ee487fe41c110d0f8ca6a23a92ee5437267
#10 0.854 
#10 0.854 Welcome to Gradle 7.3.3!
#10 0.854
#10 0.854 Here are the highlights of this release:
#10 0.854  - Easily declare new test suites in Java projects
#10 0.855  - Support for Java 17
#10 0.855  - Support for Scala 3
#10 0.855
#10 0.855 For more details see https://docs.gradle.org/7.3.3/release-notes.html
#10 0.855
#10 0.952 Starting a Gradle Daemon (subsequent builds will be faster)
#10 2.153 Unable to list file systems to check whether they can be watched. Assuming all file systems can be watched. Re
ason: Could not query file systems: could not open mount file (errno 2: No such file or directory)

</code></pre>
","<java><docker><gradle>"
"70850444","2022-01-25 14:30:31","9","5034","5","5","0","What does ""pending composition has not been applied"" exception mean and how can it be avoided?","<p>I have a working application, but sometimes, for reasons unknown to me, the application crashes with this message:</p>
<blockquote>
<p>java.lang.IllegalStateException: pending composition has not been applied</p>
</blockquote>
<p>I can't find information anywhere about the occurrence of this exception, and I also don't understand how it can be avoided.</p>
<p>Edit #1: After some research and testing, I found out that this exception is thrown when I quickly switch between tabs in BottomNavigation (tabs contain LazyColumn)</p>
","<android><android-jetpack-compose><illegalstateexception>"
"70851048","2022-01-25 15:09:43","170","78879","4","8","0","Does it make sense to use Conda + Poetry?","<p>Does it make sense to use Conda + Poetry for a Machine Learning project? Allow me to share my (novice) understanding and please correct or enlighten me:</p>
<p>As far as I understand, <strong>Conda</strong> and <strong>Poetry</strong> have different purposes but are largely redundant:</p>
<ul>
<li>Conda is primarily a environment manager (in fact not necessarily Python), but it can also manage packages and dependencies.</li>
<li>Poetry is primarily a Python package manager (say, an upgrade of <strong>pip</strong>), but it can also create and manage Python environments (say, an upgrade of <strong>Pyenv</strong>).</li>
</ul>
<p>My idea is to use both and compartmentalize their roles: let Conda be the environment manager and Poetry the package manager. My reasoning is that (it sounds like) Conda is best for managing environments and can be used for compiling and installing non-python packages, especially CUDA drivers (for GPU capability), while Poetry is more powerful than Conda as a Python package manager.</p>
<p>I've managed to make this work fairly easily by using Poetry within a Conda environment. The trick is to not use Poetry to manage the Python environment: I'm not using commands like <code>poetry shell</code> or <code>poetry run</code>, only <code>poetry init</code>, <code>poetry install</code> etc (after activating the Conda environment).</p>
<p>For full disclosure, my <em>environment.yml</em> file (for Conda) looks like this:</p>
<pre><code>name: N

channels:
  - defaults
  - conda-forge

dependencies:
  - python=3.9
  - cudatoolkit
  - cudnn
</code></pre>
<p>and my <em>poetry.toml</em> file looks like that:</p>
<pre><code>[tool.poetry]
name = &quot;N&quot;
authors = [&quot;B&quot;]

[tool.poetry.dependencies]
python = &quot;3.9&quot;
torch = &quot;^1.10.1&quot;

[build-system]
requires = [&quot;poetry-core&gt;=1.0.0&quot;]
build-backend = &quot;poetry.core.masonry.api&quot;
</code></pre>
<p>To be honest, one of the reasons I proceeded this way is that I was struggling to install CUDA (for GPU support) without Conda.</p>
<p>Does this project design look reasonable to you?</p>
","<python><machine-learning><package><conda><python-poetry>"
"70852570","2022-01-25 16:51:05","7","236","5","4","0","how to shorten this JS function","<p>I have this Js function with hard coded filter parameters. It filter all the buckets sub objects when key start with a string from a given list. For now i havent found a way to put this list as an array...</p>
<pre><code>     function filter(buckets) {
      return buckets.filter(({key}) =&gt; {
        const _key = key.toLowerCase();
        return (
          !_key.startsWith(&quot;anciennes&quot;) &amp;&amp; !_key.startsWith(&quot;anciens&quot;) &amp;&amp; !_key.startsWith(&quot;arrondissements&quot;) &amp;&amp; !_key.startsWith(&quot;autorites&quot;) &amp;&amp; !_key.startsWith(&quot;cantons&quot;) &amp;&amp; !_key.startsWith(&quot;capitales&quot;) &amp;&amp;
          !_key.startsWith(&quot;chaines&quot;) &amp;&amp; !_key.startsWith(&quot;chefs lieux&quot;) &amp;&amp; !_key.startsWith(&quot;circonscriptions&quot;) &amp;&amp; !_key.startsWith(&quot;communautes d&quot;) &amp;&amp; !_key.startsWith(&quot;comtes d&quot;) &amp;&amp; !_key.startsWith(&quot;constellations&quot;) &amp;&amp; !_key.startsWith(&quot;continents&quot;) &amp;&amp;
          !_key.startsWith(&quot;cours d&quot;) &amp;&amp; !_key.startsWith(&quot;départements&quot;) &amp;&amp; !_key.startsWith(&quot;districts d&quot;) &amp;&amp; !_key.startsWith(&quot;établissements&quot;) &amp;&amp; !_key.startsWith(&quot;états&quot;) &amp;&amp; !_key.startsWith(&quot;ethnonymes&quot;) &amp;&amp; !_key.startsWith(&quot;étoiles&quot;) &amp;&amp;
          !_key.startsWith(&quot;europe&quot;) &amp;&amp; !_key.startsWith(&quot;îles&quot;) &amp;&amp; !_key.startsWith(&quot;lander-allemands&quot;) &amp;&amp; !_key.startsWith(&quot;lieux-mythologiques&quot;) &amp;&amp; !_key.startsWith(&quot;Localités d&quot;) &amp;&amp; !_key.startsWith(&quot;mers&quot;) &amp;&amp;
          !_key.startsWith(&quot;montagnes&quot;) &amp;&amp; !_key.startsWith(&quot;municipalité&quot;) &amp;&amp; !_key.startsWith(&quot;fromage&quot;) &amp;&amp; !_key.startsWith(&quot;localités&quot;) &amp;&amp; !_key.startsWith(&quot;noms de&quot;) &amp;&amp; !_key.startsWith(&quot;numéros de&quot;) &amp;&amp;
          !_key.startsWith(&quot;odonymes&quot;) &amp;&amp; !_key.startsWith(&quot;organisations internationales&quot;) &amp;&amp; !_key.startsWith(&quot;pays &quot;) &amp;&amp; !_key.startsWith(&quot;péninsules&quot;) &amp;&amp; !_key.startsWith(&quot;préfectures&quot;) &amp;&amp; !_key.startsWith(&quot;provinces&quot;) &amp;&amp; !_key.startsWith(&quot;quartiers&quot;) &amp;&amp;
          !_key.startsWith(&quot;régions&quot;) &amp;&amp; !_key.startsWith(&quot;réserves indiennes&quot;) &amp;&amp; !_key.startsWith(&quot;sous &quot;) &amp;&amp; !_key.startsWith(&quot;territoires&quot;) &amp;&amp; !_key.startsWith(&quot;toponymes &quot;) &amp;&amp; !_key.startsWith(&quot;unions supranationales&quot;) &amp;&amp; !_key.startsWith(&quot;villes du quebec&quot;) &amp;&amp; !_key.startsWith(&quot;voivodies de pologne&quot;)
        )
      })
    }


    const buckets = [
      {&quot;key&quot;: &quot;Aliments&quot;, &quot;doc_count&quot;: 10}, {&quot;key&quot;: &quot;Adjectifs&quot;, &quot;doc_count&quot;: 7}, {&quot;key&quot;: &quot;Vêtements&quot;, &quot;doc_count&quot;: 6}, {&quot;key&quot;: &quot;Armures&quot;, &quot;doc_count&quot;: 5}, {&quot;key&quot;: &quot;Anciennes divisions géographiques&quot;, &quot;doc_count&quot;: 4}, {&quot;key&quot;: &quot;Super-règnes&quot;, &quot;doc_count&quot;: 4},
      {&quot;key&quot;: &quot;Eucaryotes&quot;, &quot;doc_count&quot;: 3}, {&quot;key&quot;: &quot;Pays&quot;, &quot;doc_count&quot;: 3}, {&quot;key&quot;: &quot;Antonomases&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;Continents&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;Europe&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;France&quot;, &quot;doc_count&quot;: 2},
      {&quot;key&quot;: &quot;Localités&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;Localités de France&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;Plantes&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;États&quot;, &quot;doc_count&quot;: 2}, {&quot;key&quot;: &quot;Acaryotes&quot;, &quot;doc_count&quot;: 1},
      {&quot;key&quot;: &quot;Animaux&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Armes&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Aromates&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Chordés&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Couleurs&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Créatures mythologiques&quot;, &quot;doc_count&quot;: 1},
      {&quot;key&quot;: &quot;Fromages&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Fromages forts&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Fromages à pâte filée&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Fruits&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Langages informatiques&quot;, &quot;doc_count&quot;: 1},
      {&quot;key&quot;: &quot;Localités du département de la Corrèze&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Localités du département de la Dordogne&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Machines&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Oiseaux&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Tétrapodes&quot;, &quot;doc_count&quot;: 1},
      {&quot;key&quot;: &quot;Vertébrés&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Vie domestique&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Virus&quot;, &quot;doc_count&quot;: 1}, {&quot;key&quot;: &quot;Volcans&quot;, &quot;doc_count&quot;: 1}
    ];
</code></pre>
<p>jsbin here :</p>
<p><a href=""https://jsbin.com/xicejozafe/edit?js,console"" rel=""noreferrer"">https://jsbin.com/xicejozafe/edit?js,console</a></p>
<p>how to transform this function to generate the <code>!_key.startsWith( ... ) &amp;&amp;</code> from and array of string insted of this crazy hard coded long &amp;&amp;</p>
<pre><code>      const listOfTermToIgnore =  [&quot;anciennes&quot;, &quot;anciens&quot;, &quot;arrondissements&quot;, &quot;autorites&quot;, &quot;cantons&quot;, &quot;capitales&quot;,
          &quot;chaines&quot;, &quot;chefs lieux&quot;, &quot;circonscriptions&quot;, &quot;communautes d&quot;, &quot;comtes d&quot;, &quot;constellations&quot;, &quot;continents&quot;,
          &quot;cours d&quot;, &quot;départements&quot;, &quot;districts d&quot;, &quot;établissements&quot;, &quot;états&quot;, &quot;ethnonymes&quot;, &quot;étoiles&quot;,
          &quot;europe&quot;, &quot;îles&quot;, &quot;lander-allemands&quot;, &quot;lieux-mythologiques&quot;, &quot;Localités d&quot;, &quot;mers&quot;,
          &quot;montagnes&quot;, &quot;municipalité&quot;, &quot;fromage&quot;, &quot;localités&quot;, &quot;noms de&quot;, &quot;numéros de&quot;,
          &quot;odonymes&quot;, &quot;organisations internationales&quot;, &quot;pays &quot;, &quot;péninsules&quot;, &quot;préfectures&quot;, &quot;provinces&quot;, &quot;quartiers&quot;,
          &quot;régions&quot;, &quot;réserves indiennes&quot;, &quot;sous &quot;, &quot;territoires&quot;, &quot;toponymes &quot;, &quot;unions supranationales&quot;, &quot;villes du quebec&quot;, &quot;voivodies de pologne&quot; ]
</code></pre>
<p>thanks for reading</p>
","<javascript>"
"70858113","2022-01-26 02:41:23","32","22764","6","7","0","Module '""buffer""' has no exported member 'Blob'","<p>Have anyone been in this situation before ?
I run my code with CI/CD
after nest build, it gives me error :
<code>node_modules/@types/superagent/index.d.ts:23:10 - error TS2305: Module '&quot;buffer&quot;' has no exported member 'Blob'. 23 import { Blob } from &quot;buffer&quot;;</code></p>
<p>I don't know why? Please share if you got a solution for this one.</p>
","<nestjs><buffer><cicd>"
"70864613","2022-01-26 13:59:04","35","14785","8","8","0","CocoaPods not installed. Skipping pod install","<p>My app was working fine until I did 2 small changes.</p>
<ol>
<li>On Target runner in Xcode I enabled bitcode for the project.</li>
<li>I update the Android studio to the latest version.</li>
</ol>
<p>Android Studio Bumblebee | 2021.1.1
Build #AI-211.7628.21.2111.8092744, built on January 19, 2022
Runtime version: 11.0.11+0-b60-7590822 x86_64
VM: OpenJDK 64-Bit Server VM by JetBrains s.r.o.
macOS 12.0.1
GC: G1 Young Generation, G1 Old Generation
Memory: 1280M
Cores: 4
Registry: external.system.auto.import.disabled=true
Non-Bundled Plugins: Dart (211.7798), org.jetbrains.kotlin (211-1.6.10-release-923-AS7442.40), io.flutter (63.2.2)</p>
<p>After that When I run my flutter app on iOS simulator I'm getting this error.
Although I have disabled bitcode and tried again.I got same error. I installed and reinstalled cocapoads still same error. I don't know what causing this error. Can you help? please</p>
<pre><code> Warning: CocoaPods not installed. Skipping pod install.
 CocoaPods is used to retrieve the iOS and macOS platform side's plugin code that          responds to your plugin usage on the Dart side.
 Without CocoaPods, plugins will not work on iOS or macOS.
 For more info, see https://flutter.dev/platform-plugins
 To install see https://guides.cocoapods.org/using/getting-  started.html#installation for instructions.

 CocoaPods not installed or not in valid state.
 Error launching application on iPhone 13.
</code></pre>
","<ios><flutter><android-studio><cocoapods>"
"70867064","2022-01-26 16:40:50","97","34989","6","4","0","Signing into slack-desktop not working on 4.23.0 64-bit (Ubuntu)","<p>In the app, going <em>File &gt; Workspace &gt; Sign in to new workspace</em> launches a browser window. After selecting the workspace in browser, it launches back a deep link back to slack but it doesn't work. Nothing happens on the slack-desktop.</p>
<p>When inspecting the commands being run during the linking process it looks like KDE is modifying the link. What do I do to fix this?</p>
","<linux><authentication><slack><kde-plasma>"
"70870740","2022-01-26 21:53:00","16","5580","4","9","0","Cannot resolve method 'plant(timber.log.Timber.DebugTree)'","<p>What is wrong with my configuration or code ?<br />
I have this error highlighted</p>
<p><strong>Cannot resolve method 'plant(timber.log.Timber.DebugTree)'</strong></p>
<p>for the code</p>
<pre><code>import timber.log.Timber;  
public class AppClass extends Application {  
    @Override  
    public void onCreate() {  
        super.onCreate();  
        if (BuildConfig.DEBUG) { Timber.plant(new Timber.DebugTree()); }  
    }  
}  
</code></pre>
<p>but it builds and it executes. Still I think it means something, no ?</p>
<p>Configuration infos:</p>
<pre><code>Android Studio Bumblebee | 2021.1.1  
classpath 'com.android.tools.build:gradle:7.1.0'  
Gradle: com.jakewharton.timber:timber:5.0.1@aar  
ext.kotlin_version = '1.6.10'   
sourceCompatibility JavaVersion.VERSION_1_8
</code></pre>
","<android><timber-android>"
"70886149","2022-01-27 21:43:54","14","25080","5","4","0","Restore scroll position when navigating with React Router 6","<p>How do I set up React Router 6 to restore scroll position when I navigate and when the browser window is refreshed?</p>
<p>React Router 5 has a <a href=""https://v5.reactrouter.com/web/guides/scroll-restoration"" rel=""noreferrer"">page about scroll restoration</a>, but I can't find anything about scrolling in <a href=""https://reactrouter.com/docs/en/v6/api"" rel=""noreferrer"">the docs for v6</a>, so I guess that you're supposed to handle this yourself with another package. Fair enough, but I can't find anything that's compatible with React Router 6.</p>
<p>The packages <a href=""https://github.com/nanyang24/react-scroll-restoration#readme"" rel=""noreferrer"">react-scroll-restoration</a> and <a href=""https://github.com/oaf-project/oaf-react-router#readme"" rel=""noreferrer"">oaf-react-router</a> require v5. (oaf-react-router does list that it supports v6, but the <a href=""https://github.com/oaf-project/oaf-react-router#basic-usage"" rel=""noreferrer"">basic usage code example</a> isn't compatible with v6, and <a href=""https://github.com/oaf-project/oaf-react-router/issues/210"" rel=""noreferrer"">the related issue #210</a> is still open.)</p>
<p>Gatsby and Next.js support scroll restoration out of the box, but I doesn't look like there's a neatly packaged package that you can just use.</p>
<p>This little <a href=""https://stackblitz.com/edit/bootstrap-5-9obbti"" rel=""noreferrer"">demo app with server side rendered pages</a> does what I want. Scroll position is restored when navigation back and forth and refreshing the browser window.</p>
<p>Here is <a href=""https://react-ts-1b4lqz.stackblitz.io/"" rel=""noreferrer"">the same app using React Router 6</a>, where the scroll position isn't saved and restored, but actually reused between pages. The usual workaround for that is to scroll to the top whenever the page is navigated, but I am not interested in that behaviour.</p>
<p>Edit: <a href=""https://react-query.tanstack.com/guides/scroll-restoration"" rel=""noreferrer"">React Query writes that the issue with scroll restoration is that pages are refetching data</a>, thereby implying that if the data for rendering the pages is there, scroll restoration just works. I cannot confirm that, because my small React Router 6 app has the issue even without doing any data fetching at all. I feel like there is something small think I am missing in order to get it to work.</p>
<p>Rant: I am quite surprised that the typical answer to this issue is to call <code>window.scrollTo(0, 0)</code> when navigating. This only fixes the issue of the scroll position being transferred between pages. When the scroll position isn't restored, the user experience when navigating between pages is seriously deteriorated. I guess this is partly why pop-up windows have become so popular, but they bring a long suite of other UX issues, so I really want to avoid using them.</p>
","<javascript><reactjs><react-router-dom>"
